a6b3aa,39.527691340042374,-104.80535888671875,1720476031
a6b3aa,39.527458578853285,-104.80517578125,1720476032
a121c0,39.55641407077595,-104.7926025390625,1720476032
a6b3aa,39.52720642089844,-104.80509218962297,1720476033
a121c0,39.55659484863281,-104.79321023692256,1720476033
a6b3aa,39.52693176269531,-104.8049727730129,1720476033
a121c0,39.55668640136719,-104.79344907014266,1720476033
a6b3aa,39.52676029528602,-104.80487060546875,1720476033
a121c0,39.556732177734375,-104.79368790336278,1720476034
a121c0,39.55682373046875,-104.79404615319294,1720476034
a6b3aa,39.52629089355469,-104.80461452318275,1720476034
a121c0,39.55692614539195,-104.7943115234375,1720476035
a6b3aa,39.52601623535156,-104.80449510657269,1720476035
a121c0,39.55692614539195,-104.7943115234375,1720476035
a121c0,39.5570658021054,-104.794921875,1720476036
a6b3aa,39.52554993710275,-104.80426025390625,1720476036
a121c0,39.5570658021054,-104.794921875,1720476036
a6b3aa,39.52531717591366,-104.80413818359375,1720476037
a6b3aa,39.52445983886719,-104.80377860691237,1720476038
a6b3aa,39.52372741699219,-104.80342035708219,1720476040
a121c0,39.557830810546875,-104.79744952657947,1720476040
a6b3aa,39.52340853416313,-104.80328369140625,1720476040
a121c0,39.557950294623936,-104.7977294921875,1720476041
a121c0,39.558043399099574,-104.798095703125,1720476041
a121c0,39.55810546875,-104.79840485945991,1720476042
a121c0,39.558183055813025,-104.79864501953125,1720476042
a121c0,39.55828857421875,-104.79894223420516,1720476043
a121c0,39.55833435058594,-104.79918106742528,1720476043
a121c0,39.55855547371557,-104.79986572265625,1720476044
a121c0,39.55860900878906,-104.80013640030569,1720476045
a121c0,39.55869513042902,-104.8004150390625,1720476045
a121c0,39.55879211425781,-104.80067377505094,1720476046
a121c0,39.55888366699219,-104.8009723165761,1720476046
a121c0,39.55897521972656,-104.80127085810122,1720476047
a121c0,39.55906754833157,-104.80157470703125,1720476047
a121c0,39.5591606528072,-104.80194091796875,1720476048
a121c0,39.5591606528072,-104.80194091796875,1720476048
a121c0,39.55934686175847,-104.802490234375,1720476049
a121c0,39.55943996623411,-104.802734375,1720476049
a121c0,39.559478759765625,-104.803002398947,1720476050
a121c0,39.55961608886719,-104.80336064877716,1720476050
a121c0,39.5596727274232,-104.80364990234375,1720476051
a6b3aa,39.51726363877118,-104.8013916015625,1720476053
a121c0,39.56009169756356,-104.80511474609375,1720476053
a6b3aa,39.51707742981991,-104.80133056640625,1720476053
a121c0,39.560184802039196,-104.80535888671875,1720476054
a6b3aa,39.516844668630824,-104.80126953125,1720476054
a121c0,39.56027790651483,-104.80572509765625,1720476054
a121c0,39.560371010990465,-104.80609130859375,1720476055
a121c0,39.560371010990465,-104.80609130859375,1720476055
a121c0,39.5604641154661,-104.80670166015625,1720476056
a6b3aa,39.515533447265625,-104.80103202488112,1720476057
a121c0,39.560603772179554,-104.80755615234375,1720476057
a6b3aa,39.515350341796875,-104.8009723165761,1720476057
a6b3aa,39.51512145996094,-104.8009723165761,1720476058
a121c0,39.560696876655186,-104.80816650390625,1720476058
a6b3aa,39.51484680175781,-104.80091260827106,1720476058
ac35ab,39.493377685546875,-104.87566740616506,1720476058
a121c0,39.560696876655186,-104.80853271484375,1720476059
a6b3aa,39.51465671345339,-104.80084228515625,1720476059
a6b3aa,39.51465671345339,-104.80084228515625,1720476059
a121c0,39.560696876655186,-104.80889892578125,1720476059
a6b3aa,39.514237743313025,-104.80078125,1720476060
a121c0,39.56071472167969,-104.80921206266984,1720476060
a6b3aa,39.514237743313025,-104.80078125,1720476060
ac35ab,39.49026334083686,-104.87969970703125,1720476060
a6b3aa,39.51377222093485,-104.8006591796875,1720476061
a121c0,39.5606689453125,-104.80986885402513,1720476061
a6b3aa,39.51353945974576,-104.80059814453125,1720476061
ac35ab,39.488433837890625,-104.88199648649797,1720476061
a121c0,39.560650324417374,-104.8101806640625,1720476061
a121c0,39.56053161621094,-104.81082418690556,1720476063
a121c0,39.5604641154661,-104.8111572265625,1720476063
a121c0,39.560371010990465,-104.8115234375,1720476064
a121c0,39.560211181640625,-104.81213776961616,1720476065
a121c0,39.56009169756356,-104.8123779296875,1720476065
a121c0,39.55998229980469,-104.8126751443614,1720476066
a121c0,39.55985893637447,-104.81292724609375,1720476066
ac35ab,39.47946322166313,-104.89361572265625,1720476067
a121c0,39.55970764160156,-104.81321251910666,1720476067
a121c0,39.55957962294756,-104.8134765625,1720476067
a81ba7,39.54207598152807,-104.853271484375,1720476067
ac35ab,39.477973550052965,-104.8955078125,1720476068
a81ba7,39.54226219047934,-104.853271484375,1720476068
a121c0,39.559478759765625,-104.81369018554688,1720476068
a121c0,39.55930030952066,-104.81396484375,1720476068
ac35ab,39.47639465332031,-104.89758035411006,1720476069
a121c0,39.55915832519531,-104.8141678519871,1720476069
ac35ab,39.4746683411679,-104.8997802734375,1720476070
a121c0,39.558837890625,-104.81464551842731,1720476070
a121c0,39.5586485781912,-104.81488037109375,1720476070
ac35ab,39.47296142578125,-104.90199876868206,1720476071
a121c0,39.5584716796875,-104.8150634765625,1720476071
ac35ab,39.471588134765625,-104.90373030952784,1720476071
aba76a,39.528533935546875,-104.8489180855129,1720476072
a121c0,39.55787658691406,-104.81566055961278,1720476072
ac35ab,39.469873460672666,-104.90594482421875,1720476072
aba76a,39.52894825046345,-104.84893798828125,1720476073
a121c0,39.557670981197035,-104.8157958984375,1720476073
aba76a,39.52894825046345,-104.84893798828125,1720476073
a121c0,39.557670981197035,-104.8157958984375,1720476073
aba76a,39.52935791015625,-104.84897779381794,1720476074
a121c0,39.55725201105667,-104.81610107421875,1720476074
aba76a,39.529632568359375,-104.84897779381794,1720476074
a121c0,39.55697269762977,-104.8162841796875,1720476074
a121c0,39.55677795410156,-104.81643676757812,1720476075
a121c0,39.55655372748941,-104.8165283203125,1720476075
a121c0,39.55632019042969,-104.81667560079822,1720476076
a121c0,39.55613708496094,-104.81673530910325,1720476076
a121c0,39.55590199615995,-104.81683349609375,1720476077
a121c0,39.5557623394465,-104.81689453125,1720476077
a121c0,39.55549621582031,-104.8170338506284,1720476078
a121c0,39.555296817068324,-104.817138671875,1720476078
a121c0,39.555017503641416,-104.81719970703125,1720476079
a121c0,39.554831294690146,-104.81732177734375,1720476079
a121c0,39.55455198126324,-104.8173828125,1720476080
a121c0,39.55455198126324,-104.8173828125,1720476080
a121c0,39.55408645888506,-104.81756591796875,1720476081
a121c0,39.55390024993379,-104.81768798828125,1720476081
a121c0,39.55366516113281,-104.81775035028872,1720476082
a121c0,39.552886962890625,-104.81798918350881,1720476083
a121c0,39.552703857421875,-104.81810860011888,1720476084
a121c0,39.55242919921875,-104.8181683084239,1720476084
a121c0,39.55224609375,-104.81822801672894,1720476085
a121c0,39.55206298828125,-104.818347433339,1720476085
a6bf31,39.57582092285156,-104.853515625,1720476085
a121c0,39.55185195146981,-104.81842041015625,1720476086
a6bf31,39.57601256289725,-104.853515625,1720476086
a121c0,39.5515726380429,-104.8184814453125,1720476086
a6bf31,39.57601256289725,-104.853515625,1720476086
aba76a,39.535419011520126,-104.84930419921875,1720476086
a121c0,39.55138642909163,-104.818603515625,1720476087
aba76a,39.535675048828125,-104.84927633534306,1720476087
a6bf31,39.57637023925781,-104.853515625,1720476087
a121c0,39.55138642909163,-104.818603515625,1720476087
a121c0,39.55138642909163,-104.818603515625,1720476087
aba76a,39.53594970703125,-104.84927633534306,1720476088
a121c0,39.55078125,-104.81878662109375,1720476088
aba76a,39.536210399563025,-104.84930419921875,1720476088
a121c0,39.55059504104873,-104.81890869140625,1720476088
aba76a,39.53653626522775,-104.84930419921875,1720476089
a121c0,39.55036926269531,-104.81894451638925,1720476089
a6b3aa,39.500737594345864,-104.7979736328125,1720476090
a6b3aa,39.500518798828125,-104.79792719301969,1720476091
a6b3aa,39.50028991699219,-104.79786748471466,1720476091
a121c0,39.54927062988281,-104.81936247452444,1720476091
a6b3aa,39.50006103515625,-104.79780777640966,1720476092
a121c0,39.54899597167969,-104.8194818911345,1720476092
a6b3aa,39.49983215332031,-104.79774806810462,1720476092
